qubit_id,epoch_number,t1,t2,readout_error,single_gate_error,two_gate_error,frequency,temperature,noise_drift,drift_rate,backend_status,backend_name,timestamp,version,is_deleted,qhi
Q0,5,118.26137530622795,88.68884009659189,0.01034588510772084,0.0020400080114361557,0.01015,4.900479024966796,15.019177021544168,-4.005718077734669e-07,-0.3461720714345802,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:43.591318+00:00,1,False,0.9962842320642529
Q1,5,133.0380544002739,98.53995949262251,0.01239588510772084,0.0025500080114361557,0.01015,4.950479024966796,15.019177021544168,-4.005718077734669e-07,-0.39056867031757747,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:43.592836+00:00,1,False,0.9955162320642529
Q0,6,117.9157881303356,88.42837146065078,0.010412928494679008,0.002048009899924966,0.01018,4.900564147477147,15.022585698935801,-4.949962483002227e-07,-0.3455871758923479,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:44.370884+00:00,1,False,0.9962617184816189
Q1,6,132.64820361571012,98.24998178423378,0.012472928494679009,0.0025600098999249664,0.01018,4.950564147477147,15.022585698935801,-4.949962483002227e-07,-0.38985078456377664,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:44.373785+00:00,1,False,0.995490118481619
Q0,7,117.57069751705892,88.16835987248562,0.010478843537447538,0.002056009364566873,0.010209999999999999,4.900643749458895,15.025768707489508,-4.682283436453982e-07,-0.3450906132766818,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:45.180223+00:00,1,False,0.9962395441293956
Q1,7,132.25898198560083,97.96054951818022,0.012548843537447537,0.002570009364566873,0.010209999999999999,4.950643749458894,15.025768707489508,-4.682283436453982e-07,-0.3892216301092901,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:45.183329+00:00,1,False,0.9954643441293958
Q0,8,117.22602078003906,87.90875524366581,0.010543471218179905,0.002064006536436209,0.01024,4.90071702926909,15.02869424363598,-3.26821810431806e-07,-0.3446767370198529,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:45.974519+00:00,1,False,0.9962177566736151
Q1,8,131.87030642640772,97.67161234124491,0.012623471218179905,0.002580006536436209,0.01024,4.950717029269089,15.02869424363598,-3.26821810431806e-07,-0.3886755591931035,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:45.976418+00:00,1,False,0.9954389566736151
Q0,9,116.88168167388316,87.64951135176796,0.010606665381925496,0.0020720021079579944,0.01027,4.900783221511729,15.0313330763851,-1.0539789971538985e-07,-0.3443391061558998,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:46.938473+00:00,1,False,0.9961963997530349
Q1,9,131.48210029674823,97.38312376701133,0.012696665381925496,0.0025900021079579946,0.01027,4.9507832215117284,15.0313330763851,-1.0539789971538985e-07,-0.3882061296594941,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:46.941529+00:00,1,False,0.9954139997530349
Q0,10,116.53761112430176,87.39058627845421,0.01066829419696158,0.0020800028366218548,0.0103,4.900841612815901,15.033658839392317,1.4183109273161315e-07,-0.34407054958140293,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:48.125176+00:00,1,False,0.9961755108899251
Q1,10,131.0942941275294,97.09504161393929,0.01276829419696158,0.002600002836621855,0.0103,4.950841612815901,15.033658839392317,1.4183109273161315e-07,-0.38780616921883393,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:48.127074+00:00,1,False,0.9953895108899249
Q0,11,116.19374788668998,87.13194280461657,0.010728241472012288,0.002088007086697743,0.010329999999999999,4.900891561694949,15.035648294402458,3.5433488714563e-07,-0.34386323761178517,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:49.422980+00:00,1,False,0.996155125432387
Q1,11,130.70682628052546,96.80732840050689,0.012838241472012287,0.0026100070866977433,0.010329999999999999,4.950891561694949,15.035648294402458,3.5433488714563e-07,-0.3874678470039328,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:49.425517+00:00,1,False,0.995365525432387
Q0,12,115.85003912657149,86.87354875863912,0.010786407817193446,0.0020960096017028666,0.010360000000000001,4.900932519171111,15.03728156343869,4.80085143325183e-07,-0.3437087601184885,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:50.558868+00:00,1,False,0.9961352747743312
Q1,12,130.31964352881835,96.51995169347035,0.012906407817193447,0.0026200096017028668,0.010360000000000001,4.95093251917111,15.03728156343869,4.80085143325183e-07,-0.38718275170711536,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:50.561859+00:00,1,False,0.9953420747743311
Q0,13,115.50644091610573,86.61537731429804,0.010842711637083438,0.0021040097658762574,0.01039,4.90096404647923,15.038542327416687,4.882938128640118e-07,-0.3435982104657569,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:51.369364+00:00,1,False,0.9961159835791121
Q1,13,129.93270155330123,96.23288440576171,0.012972711637083438,0.0026300097658762574,0.01039,4.95096404647923,15.038542327416687,4.882938128640118e-07,-0.38694197551711795,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:51.373264+00:00,1,False,0.9953191835791121
Q0,14,115.16291864169699,86.35740723532291,0.010897089945997694,0.0021120075390225436,0.01042,4.900985826681116,15.039417989199539,3.7695112717165235e-07,-0.34352227440874117,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:52.259536+00:00,1,False,0.996097270754494
Q1,14,129.54596535028423,95.94610504104776,0.013037089945997693,0.0026400075390225434,0.01042,4.950985826681116,15.039417989199539,3.7695112717165235e-07,-0.3867362030169943,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:52.261438+00:00,1,False,0.995296870754494
Q0,15,114.8194473186324,86.09962306417525,0.01094949899732081,0.002120003466353179,0.01045,4.900997668304263,15.039899799464163,1.733176589175129e-07,-0.34347132306459116,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:53.397883+00:00,1,False,0.9960791492608978
Q1,15,129.1594095461289,95.65959788250625,0.01309949899732081,0.0026500034663531785,0.01045,4.950997668304263,15.039899799464163,1.733176589175129e-07,-0.38655580415533564,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:53.400779+00:00,1,False,0.9952751492608978
Q0,16,114.47601180960471,85.84201525315791,0.010999914720608302,0.002128001455000338,0.010480000000000001,4.900999500853025,15.039982944121661,-7.275001690430678e-08,-0.34343550902768527,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:54.439756+00:00,1,False,0.9960616251473173
Q1,16,128.7730186157673,95.37335312393296,0.013159914720608302,0.002660001455000338,0.010480000000000001,4.950999500853025,15.039982944121661,-7.275001690430678e-08,-0.38639093036158556,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:54.441865+00:00,1,False,0.9952540251473174
Q0,17,114.13260694493648,85.58458023654558,0.011048332962090493,0.0021360060201190273,0.01051,4.9009913638045015,15.039666592418099,-3.0100595134241185e-07,-0.34340486466822995,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:55.526392+00:00,1,False,0.9960446983053372
Q1,17,128.3867870029229,95.08736694186985,0.013218332962090493,0.002670006020119027,0.01051,4.950991363804501,15.039666592418099,-3.0100595134241185e-07,-0.3862316128444263,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:55.528396+00:00,1,False,0.995233498305337
Q0,18,113.78923754330361,85.32732044301454,0.01109476952617564,0.0021440091113026187,0.01054,4.900973392065748,15.038953905235127,-4.5556513094233846e-07,-0.3433694016328701,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:56.736577+00:00,1,False,0.9960283664087566
Q1,18,128.0007191408306,94.80164150803253,0.01327476952617564,0.0026800091113026187,0.01054,4.950973392065748,15.038953905235127,-4.5556513094233846e-07,-0.3860678620922897,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:56.740677+00:00,1,False,0.9952135664087565
Q0,19,113.44591833275155,85.07024424824836,0.011139260017537483,0.002152009971721562,0.01057,4.900945801501609,15.037852003507497,-4.985860780981892e-07,-0.3433192105520675,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:57.725640+00:00,1,False,0.9960126190032224
Q1,19,127.61482937324939,94.51618494191358,0.013329260017537484,0.002690009971721562,0.01057,4.950945801501609,15.037852003507497,-4.985860780981892e-07,-0.3858897675812045,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:57.727623+00:00,1,False,0.9951942190032221
Q0,20,113.10267377279241,84.81336586819192,0.011181859485365138,0.002160008390715291,0.0106,4.900908877891061,15.036371897073026,-4.195357645382263e-07,-0.34324455995913183,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:58.584470+00:00,1,False,0.9959974396371759
Q1,20,127.22914177655613,94.2310112040344,0.013381859485365138,0.002700008390715291,0.0106,4.950908877891061,15.036371897073026,-4.195357645382263e-07,-0.38568759669325914,Active,TwinQ_Math_Simulator_5Q,2026-07-03T15:06:58.590375+00:00,1,False,0.9951754396371759
