qubit_id,epoch_number,t1,t2,readout_error,single_gate_error,two_gate_error,frequency,temperature,noise_drift,drift_rate,backend_status,backend_name,timestamp,version,is_deleted,t1_base,t2_base,frequency_base,readout_base,single_gate_base,qhi,run_id
Q13,0,315.0,220.0,0.036000000000000004,0.0085,0.01,5.550000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.494589+00:00,1,False,315.0,220.0,5.550000000000001,0.036000000000000004,0.0085,0.98665,"Run - Aug 17, 2026 at 21:38:16"
Q14,0,330.0,230.0,0.038,0.009000000000000001,0.01,5.6000000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.498570+00:00,1,False,330.0,230.0,5.6000000000000005,0.038,0.009000000000000001,0.9859,"Run - Aug 17, 2026 at 21:38:16"
Q15,0,345.0,240.0,0.04,0.0095,0.01,5.65,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.504646+00:00,1,False,345.0,240.0,5.65,0.04,0.0095,0.98515,"Run - Aug 17, 2026 at 21:38:16"
Q16,0,360.0,250.0,0.042,0.01,0.01,5.7,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.508647+00:00,1,False,360.0,250.0,5.7,0.042,0.01,0.9843999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q17,0,375.0,260.0,0.044000000000000004,0.0105,0.01,5.75,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.512680+00:00,1,False,375.0,260.0,5.75,0.044000000000000004,0.0105,0.9836500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q18,0,390.0,270.0,0.046000000000000006,0.011000000000000001,0.01,5.800000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.518047+00:00,1,False,390.0,270.0,5.800000000000001,0.046000000000000006,0.011000000000000001,0.9828999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q19,0,405.0,280.0,0.048,0.0115,0.01,5.8500000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.523471+00:00,1,False,405.0,280.0,5.8500000000000005,0.048,0.0115,0.98215,"Run - Aug 17, 2026 at 21:38:16"
Q20,0,420.0,290.0,0.05,0.012,0.01,5.9,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.528185+00:00,1,False,420.0,290.0,5.9,0.05,0.012,0.9814,"Run - Aug 17, 2026 at 21:38:16"
Q21,0,435.0,300.0,0.052000000000000005,0.0125,0.01,5.95,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.533683+00:00,1,False,435.0,300.0,5.95,0.052000000000000005,0.0125,0.98065,"Run - Aug 17, 2026 at 21:38:16"
Q22,0,450.0,310.0,0.054,0.013,0.01,6.0,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.537696+00:00,1,False,450.0,310.0,6.0,0.054,0.013,0.9799,"Run - Aug 17, 2026 at 21:38:16"
Q23,0,465.0,320.0,0.056,0.0135,0.01,6.050000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.542219+00:00,1,False,465.0,320.0,6.050000000000001,0.056,0.0135,0.97915,"Run - Aug 17, 2026 at 21:38:16"
Q24,0,480.0,330.0,0.058,0.014,0.01,6.1000000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.545220+00:00,1,False,480.0,330.0,6.1000000000000005,0.058,0.014,0.9783999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q25,0,495.0,340.0,0.060000000000000005,0.0145,0.01,6.15,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.552477+00:00,1,False,495.0,340.0,6.15,0.060000000000000005,0.0145,0.9776499999999999,"Run - Aug 17, 2026 at 21:38:16"
Q26,0,510.0,350.0,0.062000000000000006,0.015000000000000001,0.01,6.2,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.557891+00:00,1,False,510.0,350.0,6.2,0.062000000000000006,0.015000000000000001,0.9769,"Run - Aug 17, 2026 at 21:38:16"
Q27,0,525.0,360.0,0.064,0.0155,0.01,6.25,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.560866+00:00,1,False,525.0,360.0,6.25,0.064,0.0155,0.9761500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q28,0,540.0,370.0,0.066,0.016,0.01,6.300000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.566569+00:00,1,False,540.0,370.0,6.300000000000001,0.066,0.016,0.9753999999999998,"Run - Aug 17, 2026 at 21:38:16"
Q29,0,555.0,380.0,0.068,0.0165,0.01,6.3500000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.572593+00:00,1,False,555.0,380.0,6.3500000000000005,0.068,0.0165,0.97465,"Run - Aug 17, 2026 at 21:38:16"
Q30,0,570.0,390.0,0.06999999999999999,0.017,0.01,6.4,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.576876+00:00,1,False,570.0,390.0,6.4,0.06999999999999999,0.017,0.9739,"Run - Aug 17, 2026 at 21:38:16"
Q31,0,585.0,400.0,0.072,0.0175,0.01,6.45,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.585874+00:00,1,False,585.0,400.0,6.45,0.072,0.0175,0.97315,"Run - Aug 17, 2026 at 21:38:16"
Q32,0,600.0,410.0,0.074,0.018000000000000002,0.01,6.5,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.592862+00:00,1,False,600.0,410.0,6.5,0.074,0.018000000000000002,0.9723999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q33,0,615.0,420.0,0.076,0.018500000000000003,0.01,6.550000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.599584+00:00,1,False,615.0,420.0,6.550000000000001,0.076,0.018500000000000003,0.97165,"Run - Aug 17, 2026 at 21:38:16"
Q34,0,630.0,430.0,0.078,0.019000000000000003,0.01,6.6000000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.605997+00:00,1,False,630.0,430.0,6.6000000000000005,0.078,0.019000000000000003,0.9709000000000001,"Run - Aug 17, 2026 at 21:38:16"
Q35,0,645.0,440.0,0.08,0.019500000000000003,0.01,6.65,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.609013+00:00,1,False,645.0,440.0,6.65,0.08,0.019500000000000003,0.9701500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q36,0,660.0,450.0,0.082,0.020000000000000004,0.01,6.7,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.613566+00:00,1,False,660.0,450.0,6.7,0.082,0.020000000000000004,0.9694,"Run - Aug 17, 2026 at 21:38:16"
Q37,0,675.0,460.0,0.08399999999999999,0.020499999999999997,0.01,6.75,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.620265+00:00,1,False,675.0,460.0,6.75,0.08399999999999999,0.020499999999999997,0.96865,"Run - Aug 17, 2026 at 21:38:16"
Q38,0,690.0,470.0,0.086,0.020999999999999998,0.01,6.800000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.624278+00:00,1,False,690.0,470.0,6.800000000000001,0.086,0.020999999999999998,0.9679,"Run - Aug 17, 2026 at 21:38:16"
Q39,0,705.0,480.0,0.088,0.0215,0.01,6.8500000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.628792+00:00,1,False,705.0,480.0,6.8500000000000005,0.088,0.0215,0.96715,"Run - Aug 17, 2026 at 21:38:16"
Q40,0,720.0,490.0,0.09,0.022,0.01,6.9,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.636597+00:00,1,False,720.0,490.0,6.9,0.09,0.022,0.9664,"Run - Aug 17, 2026 at 21:38:16"
Q41,0,735.0,500.0,0.092,0.0225,0.01,6.950000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.642129+00:00,1,False,735.0,500.0,6.950000000000001,0.092,0.0225,0.96565,"Run - Aug 17, 2026 at 21:38:16"
Q42,0,750.0,510.0,0.094,0.023,0.01,7.0,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.647211+00:00,1,False,750.0,510.0,7.0,0.094,0.023,0.9648999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q43,0,765.0,520.0,0.096,0.0235,0.01,7.050000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.652206+00:00,1,False,765.0,520.0,7.050000000000001,0.096,0.0235,0.9641500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q44,0,780.0,530.0,0.09799999999999999,0.024,0.01,7.1000000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.659211+00:00,1,False,780.0,530.0,7.1000000000000005,0.09799999999999999,0.024,0.9634,"Run - Aug 17, 2026 at 21:38:16"
Q45,0,795.0,540.0,0.09999999999999999,0.0245,0.01,7.15,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.662441+00:00,1,False,795.0,540.0,7.15,0.09999999999999999,0.0245,0.96265,"Run - Aug 17, 2026 at 21:38:16"
Q46,0,810.0,550.0,0.102,0.025,0.01,7.200000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.668172+00:00,1,False,810.0,550.0,7.200000000000001,0.102,0.025,0.9619,"Run - Aug 17, 2026 at 21:38:16"
Q47,0,825.0,560.0,0.104,0.025500000000000002,0.01,7.25,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.672176+00:00,1,False,825.0,560.0,7.25,0.104,0.025500000000000002,0.9611500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q48,0,840.0,570.0,0.106,0.026000000000000002,0.01,7.300000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.676175+00:00,1,False,840.0,570.0,7.300000000000001,0.106,0.026000000000000002,0.9603999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q49,0,855.0,580.0,0.108,0.026500000000000003,0.01,7.3500000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.684221+00:00,1,False,855.0,580.0,7.3500000000000005,0.108,0.026500000000000003,0.9596499999999999,"Run - Aug 17, 2026 at 21:38:16"
Q50,0,870.0,590.0,0.11,0.027000000000000003,0.01,7.4,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.690969+00:00,1,False,870.0,590.0,7.4,0.11,0.027000000000000003,0.9589000000000001,"Run - Aug 17, 2026 at 21:38:16"
Q51,0,885.0,600.0,0.112,0.027500000000000004,0.01,7.450000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.693967+00:00,1,False,885.0,600.0,7.450000000000001,0.112,0.027500000000000004,0.9581500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q52,0,900.0,610.0,0.114,0.028000000000000004,0.01,7.5,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.698964+00:00,1,False,900.0,610.0,7.5,0.114,0.028000000000000004,0.9573999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q53,0,915.0,620.0,0.11599999999999999,0.028499999999999998,0.01,7.550000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.704969+00:00,1,False,915.0,620.0,7.550000000000001,0.11599999999999999,0.028499999999999998,0.95665,"Run - Aug 17, 2026 at 21:38:16"
Q54,0,930.0,630.0,0.118,0.028999999999999998,0.01,7.6000000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.709962+00:00,1,False,930.0,630.0,7.6000000000000005,0.118,0.028999999999999998,0.9559000000000001,"Run - Aug 17, 2026 at 21:38:16"
Q55,0,945.0,640.0,0.12,0.0295,0.01,7.65,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.714436+00:00,1,False,945.0,640.0,7.65,0.12,0.0295,0.95515,"Run - Aug 17, 2026 at 21:38:16"
Q56,0,960.0,650.0,0.122,0.03,0.01,7.700000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.720538+00:00,1,False,960.0,650.0,7.700000000000001,0.122,0.03,0.9543999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q57,0,975.0,660.0,0.124,0.0305,0.01,7.75,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.725537+00:00,1,False,975.0,660.0,7.75,0.124,0.0305,0.9536500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q58,0,990.0,670.0,0.126,0.031,0.01,7.800000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.730541+00:00,1,False,990.0,670.0,7.800000000000001,0.126,0.031,0.9529,"Run - Aug 17, 2026 at 21:38:16"
Q59,0,1005.0,680.0,0.128,0.0315,0.01,7.8500000000000005,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.738102+00:00,1,False,1005.0,680.0,7.8500000000000005,0.128,0.0315,0.9521499999999999,"Run - Aug 17, 2026 at 21:38:16"
Q60,0,1020.0,690.0,0.13,0.032,0.01,7.9,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.742697+00:00,1,False,1020.0,690.0,7.9,0.13,0.032,0.9514,"Run - Aug 17, 2026 at 21:38:16"
Q61,0,1035.0,700.0,0.132,0.0325,0.01,7.950000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.749846+00:00,1,False,1035.0,700.0,7.950000000000001,0.132,0.0325,0.95065,"Run - Aug 17, 2026 at 21:38:16"
Q62,0,1050.0,710.0,0.134,0.033,0.01,8.0,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.756184+00:00,1,False,1050.0,710.0,8.0,0.134,0.033,0.9499,"Run - Aug 17, 2026 at 21:38:16"
Q63,0,1065.0,720.0,0.136,0.0335,0.01,8.05,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.761183+00:00,1,False,1065.0,720.0,8.05,0.136,0.0335,0.9491499999999999,"Run - Aug 17, 2026 at 21:38:16"
Q64,0,1080.0,730.0,0.138,0.034,0.01,8.100000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.767667+00:00,1,False,1080.0,730.0,8.100000000000001,0.138,0.034,0.9484000000000001,"Run - Aug 17, 2026 at 21:38:16"
Q65,0,1095.0,740.0,0.14,0.0345,0.01,8.15,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.773709+00:00,1,False,1095.0,740.0,8.15,0.14,0.0345,0.9476500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q66,0,1110.0,750.0,0.14200000000000002,0.035,0.01,8.200000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.777816+00:00,1,False,1110.0,750.0,8.200000000000001,0.14200000000000002,0.035,0.9469,"Run - Aug 17, 2026 at 21:38:16"
Q67,0,1125.0,760.0,0.14400000000000002,0.035500000000000004,0.01,8.25,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.784022+00:00,1,False,1125.0,760.0,8.25,0.14400000000000002,0.035500000000000004,0.94615,"Run - Aug 17, 2026 at 21:38:16"
Q68,0,1140.0,770.0,0.14600000000000002,0.036000000000000004,0.01,8.3,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.789560+00:00,1,False,1140.0,770.0,8.3,0.14600000000000002,0.036000000000000004,0.9454,"Run - Aug 17, 2026 at 21:38:16"
Q69,0,1155.0,780.0,0.14800000000000002,0.036500000000000005,0.01,8.350000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.793558+00:00,1,False,1155.0,780.0,8.350000000000001,0.14800000000000002,0.036500000000000005,0.94465,"Run - Aug 17, 2026 at 21:38:16"
Q70,0,1170.0,790.0,0.15000000000000002,0.037000000000000005,0.01,8.4,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.798564+00:00,1,False,1170.0,790.0,8.4,0.15000000000000002,0.037000000000000005,0.9439,"Run - Aug 17, 2026 at 21:38:16"
Q71,0,1185.0,800.0,0.15200000000000002,0.037500000000000006,0.01,8.450000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.804565+00:00,1,False,1185.0,800.0,8.450000000000001,0.15200000000000002,0.037500000000000006,0.9431499999999999,"Run - Aug 17, 2026 at 21:38:16"
Q72,0,1200.0,810.0,0.15400000000000003,0.038000000000000006,0.01,8.5,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.809559+00:00,1,False,1200.0,810.0,8.5,0.15400000000000003,0.038000000000000006,0.9423999999999999,"Run - Aug 17, 2026 at 21:38:16"
Q73,0,1215.0,820.0,0.156,0.0385,0.01,8.55,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.814367+00:00,1,False,1215.0,820.0,8.55,0.156,0.0385,0.94165,"Run - Aug 17, 2026 at 21:38:16"
Q74,0,1230.0,830.0,0.158,0.039,0.01,8.600000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.820760+00:00,1,False,1230.0,830.0,8.600000000000001,0.158,0.039,0.9409000000000001,"Run - Aug 17, 2026 at 21:38:16"
Q75,0,1245.0,840.0,0.16,0.0395,0.01,8.65,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.825281+00:00,1,False,1245.0,840.0,8.65,0.16,0.0395,0.94015,"Run - Aug 17, 2026 at 21:38:16"
Q76,0,1260.0,850.0,0.162,0.04,0.01,8.700000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.829283+00:00,1,False,1260.0,850.0,8.700000000000001,0.162,0.04,0.9394,"Run - Aug 17, 2026 at 21:38:16"
Q77,0,1275.0,860.0,0.164,0.0405,0.01,8.75,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.834803+00:00,1,False,1275.0,860.0,8.75,0.164,0.0405,0.93865,"Run - Aug 17, 2026 at 21:38:16"
Q78,0,1290.0,870.0,0.166,0.041,0.01,8.8,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.840140+00:00,1,False,1290.0,870.0,8.8,0.166,0.041,0.9379,"Run - Aug 17, 2026 at 21:38:16"
Q79,0,1305.0,880.0,0.168,0.0415,0.01,8.850000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.844318+00:00,1,False,1305.0,880.0,8.850000000000001,0.168,0.0415,0.9371499999999999,"Run - Aug 17, 2026 at 21:38:16"
Q80,0,1320.0,890.0,0.17,0.042,0.01,8.9,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.850335+00:00,1,False,1320.0,890.0,8.9,0.17,0.042,0.9364,"Run - Aug 17, 2026 at 21:38:16"
Q81,0,1335.0,900.0,0.17200000000000001,0.0425,0.01,8.95,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.855330+00:00,1,False,1335.0,900.0,8.95,0.17200000000000001,0.0425,0.9356500000000001,"Run - Aug 17, 2026 at 21:38:16"
Q82,0,1350.0,910.0,0.17400000000000002,0.043000000000000003,0.01,9.0,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.859332+00:00,1,False,1350.0,910.0,9.0,0.17400000000000002,0.043000000000000003,0.9348999999999998,"Run - Aug 17, 2026 at 21:38:16"
Q83,0,1365.0,920.0,0.17600000000000002,0.043500000000000004,0.01,9.05,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.864712+00:00,1,False,1365.0,920.0,9.05,0.17600000000000002,0.043500000000000004,0.93415,"Run - Aug 17, 2026 at 21:38:16"
Q84,0,1380.0,930.0,0.17800000000000002,0.044000000000000004,0.01,9.100000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.870747+00:00,1,False,1380.0,930.0,9.100000000000001,0.17800000000000002,0.044000000000000004,0.9334,"Run - Aug 17, 2026 at 21:38:16"
Q85,0,1395.0,940.0,0.18000000000000002,0.044500000000000005,0.01,9.15,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.874746+00:00,1,False,1395.0,940.0,9.15,0.18000000000000002,0.044500000000000005,0.93265,"Run - Aug 17, 2026 at 21:38:16"
Q86,0,1410.0,950.0,0.18200000000000002,0.045000000000000005,0.01,9.2,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.876747+00:00,1,False,1410.0,950.0,9.2,0.18200000000000002,0.045000000000000005,0.9319,"Run - Aug 17, 2026 at 21:38:16"
Q87,0,1425.0,960.0,0.18400000000000002,0.045500000000000006,0.01,9.25,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.882847+00:00,1,False,1425.0,960.0,9.25,0.18400000000000002,0.045500000000000006,0.93115,"Run - Aug 17, 2026 at 21:38:16"
Q88,0,1440.0,970.0,0.186,0.046,0.01,9.3,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.887900+00:00,1,False,1440.0,970.0,9.3,0.186,0.046,0.9304000000000001,"Run - Aug 17, 2026 at 21:38:16"
Q89,0,1455.0,980.0,0.188,0.0465,0.01,9.350000000000001,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.891033+00:00,1,False,1455.0,980.0,9.350000000000001,0.188,0.0465,0.9296499999999999,"Run - Aug 17, 2026 at 21:38:16"
Q90,0,1470.0,990.0,0.19,0.047,0.01,9.4,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.894044+00:00,1,False,1470.0,990.0,9.4,0.19,0.047,0.9289000000000001,"Run - Aug 17, 2026 at 21:38:16"
Q91,0,1485.0,1000.0,0.192,0.0475,0.01,9.45,15.0,0.0,0.0,Active,TwinQ_Math_Simulator_5Q,2026-08-17T16:08:44.897035+00:00,1,False,1485.0,1000.0,9.45,0.192,0.0475,0.92815,"Run - Aug 17, 2026 at 21:38:16"
